phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6749944,http://womensmma.com/LanTroVisionLtd/toda,http://www.phishtank.com/phish_detail.php?phish_id=6749944,2020-08-31T09:00:31+00:00,yes,2020-08-31T09:10:26+00:00,yes,Other
6749924,https://www.designerforuiy.com/lvbag/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6749924,2020-08-31T07:51:45+00:00,yes,2020-08-31T07:52:24+00:00,yes,Other
6749880,https://telegra.ph/WRTYT5433YHUYR-08-30,http://www.phishtank.com/phish_detail.php?phish_id=6749880,2020-08-31T03:23:24+00:00,yes,2020-10-13T02:26:15+00:00,yes,Facebook
6749835,https://urlz.fr/dHI5,http://www.phishtank.com/phish_detail.php?phish_id=6749835,2020-08-31T02:02:53+00:00,yes,2020-08-31T02:14:34+00:00,yes,Other
6749834,http://urlz.fr/dHI5,http://www.phishtank.com/phish_detail.php?phish_id=6749834,2020-08-31T02:02:51+00:00,yes,2020-08-31T02:14:34+00:00,yes,Other
6749782,http://dsajlkdaslkdas.com/ret/fofa/index.php?xg6dLHAU3Ih/JbneE-UJapO4UXBnvKGVSw5u,http://www.phishtank.com/phish_detail.php?phish_id=6749782,2020-08-31T02:00:34+00:00,yes,2020-08-31T02:08:02+00:00,yes,Other
6749694,http://201.213.128.78/,http://www.phishtank.com/phish_detail.php?phish_id=6749694,2020-08-30T20:43:21+00:00,yes,2020-08-30T20:45:44+00:00,yes,Other
6749614,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/mua/,http://www.phishtank.com/phish_detail.php?phish_id=6749614,2020-08-30T14:05:54+00:00,yes,2020-08-30T14:21:51+00:00,yes,Other
6749613,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/cb/pages/jsp/home/,http://www.phishtank.com/phish_detail.php?phish_id=6749613,2020-08-30T14:05:50+00:00,yes,2020-08-30T14:21:51+00:00,yes,Other
6749583,http://usbank-link-mupyndtfft---com.illmickelsonbeats.com/getStep.php?id=70e205f85aaf7498f4ba58c8d7fd244f,http://www.phishtank.com/phish_detail.php?phish_id=6749583,2020-08-30T14:03:57+00:00,yes,2020-08-30T14:17:39+00:00,yes,Other
6749560,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/mua/USER?scis=oFT/XfoHGCCjEyy/368D2uabxI8ruO6YUPDaM2RGhaQ=,http://www.phishtank.com/phish_detail.php?phish_id=6749560,2020-08-30T14:02:56+00:00,yes,2020-08-30T14:14:03+00:00,yes,Other
6749557,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/mua,http://www.phishtank.com/phish_detail.php?phish_id=6749557,2020-08-30T14:02:43+00:00,yes,2020-08-30T14:13:26+00:00,yes,Other
6749556,https://portaltransaccionalclavedinamicaseguridadbancaria.burrow.io/sucursalpersonas.transaccionesbancolombia.co/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6749556,2020-08-30T14:02:38+00:00,yes,2020-08-30T14:13:26+00:00,yes,Other
6749403,"https://secure.runescape.com-as.ru/m=weblogin/loginform561,731,485,62538256,2167",http://www.phishtank.com/phish_detail.php?phish_id=6749403,2020-08-30T08:37:22+00:00,yes,2020-08-30T08:38:53+00:00,yes,RuneScape
6749365,http://joingrupwabudi52.forumz.info/,http://www.phishtank.com/phish_detail.php?phish_id=6749365,2020-08-30T04:11:52+00:00,yes,2020-08-30T04:23:47+00:00,yes,Other
6749331,http://www.usbank-link-mupyndtfft---com.illmickelsonbeats.com/getStep.php?id=bff74bfd8d3f47ca54f676b2f591566f,http://www.phishtank.com/phish_detail.php?phish_id=6749331,2020-08-30T04:09:22+00:00,yes,2020-08-30T04:19:15+00:00,yes,Other
6749325,http://urlz.fr/dHwQ,http://www.phishtank.com/phish_detail.php?phish_id=6749325,2020-08-30T04:09:00+00:00,yes,2020-08-30T04:18:02+00:00,yes,Other
6749312,https://urlz.fr/dHwQ,http://www.phishtank.com/phish_detail.php?phish_id=6749312,2020-08-30T04:08:12+00:00,yes,2020-08-30T04:16:48+00:00,yes,Other
6749272,https://applepaymentpartner.com/es-mx/paypal,http://www.phishtank.com/phish_detail.php?phish_id=6749272,2020-08-30T04:05:52+00:00,yes,2020-09-02T20:16:54+00:00,yes,Other
6749252,http://massanuttenbikerental.com/office/html,http://www.phishtank.com/phish_detail.php?phish_id=6749252,2020-08-30T04:04:50+00:00,yes,2020-08-30T04:07:37+00:00,yes,Other
6749253,http://massanuttenbikerental.com/office/html/,http://www.phishtank.com/phish_detail.php?phish_id=6749253,2020-08-30T04:04:50+00:00,yes,2020-08-30T04:07:37+00:00,yes,Other
6749197,https://www.realtimebiometrics.com/vendor/modernizr/css/drv/,http://www.phishtank.com/phish_detail.php?phish_id=6749197,2020-08-29T22:01:23+00:00,yes,2020-08-30T00:52:31+00:00,yes,Other
6749158,https://businessesforsaleworcestershire.co.uk/wp-admin/user/m0Go/c39313d011c0dd0ad20dcdcf6c8eb720/?login=&amp;?auth=2&amp;home=1&amp;from=PortalLanding&amp;client-request-id=bcc7c79d-ad79-43ec-9c70-d12e378805d20cDovL3d3dy5hc@#&amp;^#&amp;&amp;787778377vhefhhgfnvshnHBsZS5jb20vc2hvcHwxYW9zNGJjMzU3MDM3ZTc1NmQ3NGY4MTI3ZGZhMWNkNDBlNWZkNGY0MWNGxlLmNvbS9zaG9wL2FjY291bnQvc2V0dXAvc3RhcnQ_c=,http://www.phishtank.com/phish_detail.php?phish_id=6749158,2020-08-29T18:10:35+00:00,yes,2020-08-30T06:03:12+00:00,yes,Allegro
6749090,https://gradi.ba/apsm/phpFiles/oform2.html,http://www.phishtank.com/phish_detail.php?phish_id=6749090,2020-08-29T16:33:16+00:00,yes,2020-09-03T13:18:01+00:00,yes,ABSA Bank
6749087,https://gradi.ba/apsm/htmlFiles/oform2.html,http://www.phishtank.com/phish_detail.php?phish_id=6749087,2020-08-29T16:26:25+00:00,yes,2020-08-29T16:32:16+00:00,yes,ABSA Bank
6748990,https://mykonos.cl/c/CA,http://www.phishtank.com/phish_detail.php?phish_id=6748990,2020-08-29T15:03:46+00:00,yes,2020-08-29T15:09:27+00:00,yes,Other
6748991,https://mykonos.cl/c/CA/,http://www.phishtank.com/phish_detail.php?phish_id=6748991,2020-08-29T15:03:46+00:00,yes,2020-08-29T15:09:27+00:00,yes,Other
6748958,http://otropuerto.com/wp-library/office365-2019/cmd-login=cd01efe09a3c34091edcbd69433f3bbc/,http://www.phishtank.com/phish_detail.php?phish_id=6748958,2020-08-29T15:02:03+00:00,yes,2020-08-29T15:05:32+00:00,yes,Other
6748957,http://otropuerto.com/wp-library/office365-2019/cmd-login=cd01efe09a3c34091edcbd69433f3bbc,http://www.phishtank.com/phish_detail.php?phish_id=6748957,2020-08-29T15:02:02+00:00,yes,2020-08-29T15:04:53+00:00,yes,Other
6748932,http://authorizedcompanyemail.com/secure.bankofamerica.comloginsign-insignOnV2Screen.go/signOnV2Screen.php,http://www.phishtank.com/phish_detail.php?phish_id=6748932,2020-08-29T15:00:49+00:00,yes,2020-08-29T15:02:16+00:00,yes,Other
6748830,http://facebookgiris.byethost7.com/çagrı.php?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748830,2020-08-29T12:00:42+00:00,yes,2020-08-29T12:09:05+00:00,yes,Other
6748764,http://faceboouuok.byethost9.com/vanpaket65.html?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748764,2020-08-29T09:53:43+00:00,yes,2020-08-29T10:16:14+00:00,yes,Other
6748763,http://m-facebook.byethost6.com/?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748763,2020-08-29T09:53:40+00:00,yes,2020-08-29T10:45:50+00:00,yes,Other
6748761,http://zekoo.byethost15.com/index.html_x?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748761,2020-08-29T09:53:34+00:00,yes,2020-08-29T17:06:28+00:00,yes,Other
6748760,http://copyright-lnstagram-partners.rf.gd/form.php?nick=IDIOT_ASSHOLE,http://www.phishtank.com/phish_detail.php?phish_id=6748760,2020-08-29T09:53:31+00:00,yes,2020-08-29T10:20:43+00:00,yes,Other
6748759,http://captain-xplisc.rf.gd/form.php?nick=IDIOT_ASSHOLE,http://www.phishtank.com/phish_detail.php?phish_id=6748759,2020-08-29T09:53:28+00:00,yes,2020-08-29T10:20:43+00:00,yes,Other
6748758,http://from-lnstagram-copyright.rf.gd/form.php?nick=IDIOT_ASSHOLE,http://www.phishtank.com/phish_detail.php?phish_id=6748758,2020-08-29T09:53:25+00:00,yes,2020-08-29T10:20:43+00:00,yes,Other
6748757,http://sensin.byethost24.com/facebook/?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748757,2020-08-29T09:53:21+00:00,yes,2020-08-29T11:22:27+00:00,yes,Other
6748756,http://help-ig-copyrightviolationcentre.rf.gd/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6748756,2020-08-29T09:53:18+00:00,yes,2020-08-29T10:20:43+00:00,yes,Other
6748755,http://instagramcopyright-lnfringement.rf.gd/form.php?nick=IDIOT_ASSHOLE,http://www.phishtank.com/phish_detail.php?phish_id=6748755,2020-08-29T09:53:14+00:00,yes,2020-08-29T10:20:43+00:00,yes,Other
6748754,http://fakebook4u.byethost7.com/?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748754,2020-08-29T09:53:11+00:00,yes,2020-08-29T17:06:28+00:00,yes,Other
6748753,http://instagramhelpservices.rf.gd/accounts/badges/73819582748482/?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748753,2020-08-29T09:53:07+00:00,yes,2020-08-29T10:20:43+00:00,yes,Other
6748752,http://lnstagram-blue-badges-center-helper2.rf.gd/form.php?nick=IDIOT_ASSHOLE,http://www.phishtank.com/phish_detail.php?phish_id=6748752,2020-08-29T09:53:03+00:00,yes,2020-08-29T10:23:56+00:00,yes,Other
6748751,http://facebookgiris.byethost7.com/%C3%A7agr%C4%B1.php?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748751,2020-08-29T09:52:59+00:00,yes,2020-08-29T11:03:51+00:00,yes,Other
6748750,http://instagram-copyrightnotice.rf.gd/31425/form.php?nick=IDIOT_ASSHOLE,http://www.phishtank.com/phish_detail.php?phish_id=6748750,2020-08-29T09:52:55+00:00,yes,2020-08-29T10:23:56+00:00,yes,Other
6748749,http://guzelvideo.byethost24.com/facebook/?i=1,http://www.phishtank.com/phish_detail.php?phish_id=6748749,2020-08-29T09:52:52+00:00,yes,2020-08-29T17:07:45+00:00,yes,Other
6748742,http://btyi.iblogger.org/yc/,http://www.phishtank.com/phish_detail.php?phish_id=6748742,2020-08-29T09:01:54+00:00,yes,2020-09-06T10:20:25+00:00,yes,Other
6748722,https://ee.co.uk.secure-auth.ir/,http://www.phishtank.com/phish_detail.php?phish_id=6748722,2020-08-29T08:09:45+00:00,yes,2020-08-29T08:14:58+00:00,yes,Other
6748615,http://nqu8.hyperphp.com/yc/,http://www.phishtank.com/phish_detail.php?phish_id=6748615,2020-08-29T02:45:46+00:00,yes,2020-08-29T03:35:05+00:00,yes,Other
6748573,http://svmms.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=6748573,2020-08-29T02:11:00+00:00,yes,2020-08-29T02:30:11+00:00,yes,Other
6748503,https://marquiseinvest.com/signin/ebayde/ws/eBayISAPI/dllSignInru/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6748503,2020-08-29T02:06:30+00:00,yes,2020-08-29T02:21:00+00:00,yes,Other
6748455,https://bahankuliahonline.com/signin/ebayde/ws/eBayISAPI/dllSignInru/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6748455,2020-08-29T02:04:07+00:00,yes,2020-08-29T02:13:45+00:00,yes,Other
6748437,http://otropuerto.com/wp-library/office365-2019/cmd-login=b0028c287609714d60df89942ca88094/,http://www.phishtank.com/phish_detail.php?phish_id=6748437,2020-08-29T02:02:59+00:00,yes,2020-08-29T02:11:45+00:00,yes,Other
6748436,http://otropuerto.com/wp-library/office365-2019/cmd-login=b0028c287609714d60df89942ca88094,http://www.phishtank.com/phish_detail.php?phish_id=6748436,2020-08-29T02:02:58+00:00,yes,2020-08-29T02:11:06+00:00,yes,Other
6748434,http://otropuerto.com/wp-library/office365-2019/cmd-login=7b26a8bed1524e98354b23208bd1dd4e,http://www.phishtank.com/phish_detail.php?phish_id=6748434,2020-08-29T02:02:55+00:00,yes,2020-08-29T02:11:06+00:00,yes,Other
6748435,http://otropuerto.com/wp-library/office365-2019/cmd-login=7b26a8bed1524e98354b23208bd1dd4e/,http://www.phishtank.com/phish_detail.php?phish_id=6748435,2020-08-29T02:02:55+00:00,yes,2020-08-29T02:11:06+00:00,yes,Other
6748432,http://otropuerto.com/wp-library/office365-2019/cmd-login=6d534ddb031fd3806a7fd8b85505c292,http://www.phishtank.com/phish_detail.php?phish_id=6748432,2020-08-29T02:02:51+00:00,yes,2020-08-29T02:11:06+00:00,yes,Other
6748433,http://otropuerto.com/wp-library/office365-2019/cmd-login=6d534ddb031fd3806a7fd8b85505c292/,http://www.phishtank.com/phish_detail.php?phish_id=6748433,2020-08-29T02:02:51+00:00,yes,2020-08-29T02:11:06+00:00,yes,Other
6748398,http://brandotoday.com/admin/plain/dc33=.php?cmd=login_submit,http://www.phishtank.com/phish_detail.php?phish_id=6748398,2020-08-29T02:01:11+00:00,yes,2020-08-29T02:05:09+00:00,yes,Other
6748181,https://www.zonasegurainisaenwebreactivemosjuntoselperu.com/BNWeb/lnicio,http://www.phishtank.com/phish_detail.php?phish_id=6748181,2020-08-28T19:00:39+00:00,yes,2020-08-28T19:03:05+00:00,yes,Other
6748153,http://13.66.28.137/authflow/unsupported-browser/?redirecturi=/signin&returnuri=https:/www.paypal.com/paypalme&amp;state=/my/landing&amp;country.x=us&amp;locale.x=en_us,http://www.phishtank.com/phish_detail.php?phish_id=6748153,2020-08-28T18:14:51+00:00,yes,2020-08-28T18:36:27+00:00,yes,Other
6748152,http://13.66.28.137/authflow/email-recovery?redirecturi=/signin?returnuri=https:/www.paypal.com/paypalme&amp;state=/my/landing&amp;country.x=us&amp;locale.x=en_us,http://www.phishtank.com/phish_detail.php?phish_id=6748152,2020-08-28T18:14:50+00:00,yes,2020-08-28T18:36:27+00:00,yes,Other
6748151,http://13.66.28.137/authflow/unsupported-browser/?redirecturi=/signin&returnuri=https:/www.paypal.com/paypalme&amp;amp,http://www.phishtank.com/phish_detail.php?phish_id=6748151,2020-08-28T18:14:47+00:00,yes,2020-08-28T18:36:27+00:00,yes,Other
6748150,http://13.66.28.137/authflow/email-recovery?redirecturi=/signin?returnuri=https:/www.paypal.com/paypalme&amp;amp,http://www.phishtank.com/phish_detail.php?phish_id=6748150,2020-08-28T18:14:46+00:00,yes,2020-08-28T18:36:27+00:00,yes,Other
6748149,http://13.66.28.137/authflow/unsupported-browser/?redirecturi=/signin&returnuri=https:/www.paypal.com/myaccount/money&amp;amp,http://www.phishtank.com/phish_detail.php?phish_id=6748149,2020-08-28T18:14:43+00:00,yes,2020-08-28T18:35:46+00:00,yes,Other
6748148,http://13.66.28.137/authflow/email-recovery?redirecturi=/signin?returnuri=https:/www.paypal.com/myaccount/money&amp;amp,http://www.phishtank.com/phish_detail.php?phish_id=6748148,2020-08-28T18:14:42+00:00,yes,2020-08-28T18:35:46+00:00,yes,Other
6748136,http://secure.facebook.com.de.a2ip.ru/,http://www.phishtank.com/phish_detail.php?phish_id=6748136,2020-08-28T18:13:52+00:00,yes,2020-10-03T13:10:20+00:00,yes,Other
6748134,http://cvkry.snprobbx.pbz.r.uk.a2ip.ru/,http://www.phishtank.com/phish_detail.php?phish_id=6748134,2020-08-28T18:13:35+00:00,yes,2020-10-22T23:50:34+00:00,yes,Other
6748121,https://blueeyesvan.com/klose/53.com/,http://www.phishtank.com/phish_detail.php?phish_id=6748121,2020-08-28T18:11:43+00:00,yes,2020-08-28T18:30:24+00:00,yes,Other
6748122,https://blueeyesvan.com/klose/53.com/login.php?CRWO31E6uZJfpEF64iehOig8jaClxhpkQ65W0UATQMR1WV3xVkpYryBFmTbUyKF7f3lHiUvY1V7eXiaTTokynlFiEZAFxu6xI8GV9NfChb45poxu2mOxMmD2wT6jCHAKilDZ0XQ9TemSEDnKSFZ9vXDHf29g9NSXrD4Xv7tt7xBFCXlcC8EkDEIPEyc13FpL7uyXZqHI,http://www.phishtank.com/phish_detail.php?phish_id=6748122,2020-08-28T18:11:43+00:00,yes,2020-08-28T18:30:24+00:00,yes,Other
6747997,https://blueeyesvan.com/klose/53.com/login2.php?&amp;K0Gi6ouWQR3hVAVPaLV3JEFc9gn0RjMs4seRx4T7fnTJnMpfePDVu0s07TYpPbPh15ECiPvbTU3ET5vToQeM8S6qpdxwuUFONUhaMKfQBx6BtocxDqHTYNLkyNlBqwhpPTz7wbjL2yMsatPyfx35uN8vfo9si1ARZDxbqEI5iI8gi1zxm0qP1qItBo0h17beUHoD52yX,http://www.phishtank.com/phish_detail.php?phish_id=6747997,2020-08-28T18:02:23+00:00,yes,2020-08-28T18:14:04+00:00,yes,Other
6747996,https://blueeyesvan.com/klose/53.com/login2.php?&amp;0Z2VtVpDsLZpAga6RTmLErtewpb5a3TKbQnmXwqeSDy0JtIr37AImg7XRJUT9qz5KiivaOz26nKNO5oDCfqVNOPxWfaKhjkotr7HbMovjkiLP2NOKkcEBkLXfVlKKksMwm5TeUU8eDnNx1QRdCGCYd0sphVzsbPvu8DgKZ2h1XtF0qqiocbg1SoCci4mXDv9RfurRDRV,http://www.phishtank.com/phish_detail.php?phish_id=6747996,2020-08-28T18:02:19+00:00,yes,2020-08-28T18:14:05+00:00,yes,Other
6747994,https://blueeyesvan.com/klose/53.com,http://www.phishtank.com/phish_detail.php?phish_id=6747994,2020-08-28T18:02:15+00:00,yes,2020-08-28T18:13:23+00:00,yes,Other
6747985,http://onailsupply.com/cms/cms/include/downloads/files1497366477.php?email=,http://www.phishtank.com/phish_detail.php?phish_id=6747985,2020-08-28T18:01:43+00:00,yes,2020-08-28T18:12:02+00:00,yes,Other
6747968,http://13.66.28.137/us/signin,http://www.phishtank.com/phish_detail.php?phish_id=6747968,2020-08-28T18:00:38+00:00,yes,2020-08-28T18:09:59+00:00,yes,Other
6747947,"https://secure.runescape.com-en.ru/m=weblogin/loginform.ws851,968,289,38242934,1",http://www.phishtank.com/phish_detail.php?phish_id=6747947,2020-08-28T16:28:22+00:00,yes,2020-08-28T16:29:44+00:00,yes,RuneScape
6747936,https://bradplus.com/sid/GTM&amp;df/escam/25GB/?email=steven.drennan@bt.com,http://www.phishtank.com/phish_detail.php?phish_id=6747936,2020-08-28T15:35:44+00:00,yes,2020-08-28T15:43:07+00:00,yes,Other
6747935,https://www.zonasegurainisaenwebreactivemosjuntoselperu.com/BNWeb/lnicio/,http://www.phishtank.com/phish_detail.php?phish_id=6747935,2020-08-28T15:34:14+00:00,yes,2020-08-28T15:35:50+00:00,yes,Other
6747927,https://docs.google.com/forms/d/e/1FAIpQLSeJxrrMjTLEteYP4t8tH_OdXuMc6Y9ctLh9s4veaB0pUgTGkQ/viewform,http://www.phishtank.com/phish_detail.php?phish_id=6747927,2020-08-28T14:45:47+00:00,yes,2020-08-29T21:02:02+00:00,yes,Microsoft
6747869,http://kazu-homepage.main.jp/w-heritage/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6747869,2020-08-28T13:11:54+00:00,yes,2020-08-28T13:40:49+00:00,yes,Other
6747727,http://hisyo.main.jp/,http://www.phishtank.com/phish_detail.php?phish_id=6747727,2020-08-28T13:00:51+00:00,yes,2020-08-28T13:04:10+00:00,yes,Other
6747631,http://login-mymembership.com/,http://www.phishtank.com/phish_detail.php?phish_id=6747631,2020-08-28T10:19:05+00:00,yes,2020-08-28T10:39:12+00:00,yes,Netflix
6747465,http://kundenver.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6747465,2020-08-28T10:08:22+00:00,yes,2020-08-28T10:25:09+00:00,yes,Other
6747451,http://h3iacc.poinsystem.com/,http://www.phishtank.com/phish_detail.php?phish_id=6747451,2020-08-28T10:07:37+00:00,yes,2020-08-28T10:23:49+00:00,yes,Other
6747448,http://whatsaapbd01.forumz.info/,http://www.phishtank.com/phish_detail.php?phish_id=6747448,2020-08-28T10:07:25+00:00,yes,2020-08-28T10:23:09+00:00,yes,Other
6747439,http://www.afinephotographer.com/confirmation--your--account/signin/myaccount/signin,http://www.phishtank.com/phish_detail.php?phish_id=6747439,2020-08-28T10:06:47+00:00,yes,2020-08-28T10:21:48+00:00,yes,Other
6747440,http://www.afinephotographer.com/confirmation--your--account/signin/myaccount/signin/,http://www.phishtank.com/phish_detail.php?phish_id=6747440,2020-08-28T10:06:47+00:00,yes,2020-08-28T10:21:48+00:00,yes,Other
6747417,https://specialistsons.com/pq/PR/,http://www.phishtank.com/phish_detail.php?phish_id=6747417,2020-08-28T10:05:26+00:00,yes,2020-08-28T10:19:05+00:00,yes,Other
6747416,https://specialistsons.com/pq/PR,http://www.phishtank.com/phish_detail.php?phish_id=6747416,2020-08-28T10:05:25+00:00,yes,2020-08-28T10:19:05+00:00,yes,Other
6747408,https://rolasellsrealestate.com/Proposal/FBG,http://www.phishtank.com/phish_detail.php?phish_id=6747408,2020-08-28T10:05:05+00:00,yes,2020-08-28T10:17:44+00:00,yes,Other
6747409,https://rolasellsrealestate.com/Proposal/FBG/,http://www.phishtank.com/phish_detail.php?phish_id=6747409,2020-08-28T10:05:05+00:00,yes,2020-08-28T10:17:44+00:00,yes,Other
6747363,https://copyfuti.hu/fla/em/Einloggensoder-neu-anmelden-eBay.htm?nklonsdrsasouopaidtamatpglwicaeorlagkgaaaitsibnasebruldnlunatenriznuiolnanpdesakosndbuoptwulngissklilancaarrtaeorgaaazbtnunmragadiilesut63602355435,http://www.phishtank.com/phish_detail.php?phish_id=6747363,2020-08-28T10:02:37+00:00,yes,2020-08-28T10:12:18+00:00,yes,Other
6747351,https://alpasa.net/app/acesso/promocao.php,http://www.phishtank.com/phish_detail.php?phish_id=6747351,2020-08-28T10:02:01+00:00,yes,2020-08-28T10:10:57+00:00,yes,Other
6747349,https://alpasa.net/app/acesso,http://www.phishtank.com/phish_detail.php?phish_id=6747349,2020-08-28T10:01:57+00:00,yes,2020-08-28T10:10:57+00:00,yes,Other
6747350,https://alpasa.net/app/acesso/,http://www.phishtank.com/phish_detail.php?phish_id=6747350,2020-08-28T10:01:57+00:00,yes,2020-08-28T10:10:57+00:00,yes,Other
6747347,https://accountableautotransport.com/toda,http://www.phishtank.com/phish_detail.php?phish_id=6747347,2020-08-28T10:01:53+00:00,yes,2020-08-28T10:10:16+00:00,yes,Other
6747348,https://accountableautotransport.com/toda/,http://www.phishtank.com/phish_detail.php?phish_id=6747348,2020-08-28T10:01:53+00:00,yes,2020-08-28T10:10:16+00:00,yes,Other
6747343,https://3379.mabelmarketing.com/sessionID/Log_in_to_your_PayPal_account_Password.php,http://www.phishtank.com/phish_detail.php?phish_id=6747343,2020-08-28T10:01:42+00:00,yes,2020-08-28T10:09:35+00:00,yes,Other
6747339,"http://greteldeblock.com/panel/pp/PPL14/ppl/93771d14229ff024ea243ffe8c366e2eMTgxNjMzNTE0YzhlYTc5ZjlkOTNhOTQ2YWQyZjM3Njg=/myaccount/biling/,",http://www.phishtank.com/phish_detail.php?phish_id=6747339,2020-08-28T10:01:30+00:00,yes,2020-08-28T10:08:54+00:00,yes,Other
6747298,https://login-webmail-54ece.web.app/#a@b.com,http://www.phishtank.com/phish_detail.php?phish_id=6747298,2020-08-28T08:32:27+00:00,yes,2020-08-31T06:05:31+00:00,yes,Other
6747293,http://u1134103.cp.regruhosting.ru/357902bc8332e16/login.php?signin#_,http://www.phishtank.com/phish_detail.php?phish_id=6747293,2020-08-28T08:25:55+00:00,yes,2020-08-28T08:33:49+00:00,yes,Other
6747207,"https://secure.runescape.com-zx.ru/m=weblogin/loginform432,273,928,62859171,2167",http://www.phishtank.com/phish_detail.php?phish_id=6747207,2020-08-28T05:05:26+00:00,yes,2020-08-28T05:13:44+00:00,yes,RuneScape
6747204,http://techdirectbh.com/services/,http://www.phishtank.com/phish_detail.php?phish_id=6747204,2020-08-28T04:36:01+00:00,yes,2020-08-28T04:37:08+00:00,yes,Virustotal
6747197,http://j258.nichesite.org/azm,http://www.phishtank.com/phish_detail.php?phish_id=6747197,2020-08-28T03:57:44+00:00,yes,2020-09-12T02:06:59+00:00,yes,Amazon.com
6747108,http://aruba.it-fattura.com/,http://www.phishtank.com/phish_detail.php?phish_id=6747108,2020-08-27T23:37:15+00:00,yes,2020-08-27T23:46:07+00:00,yes,Other
